更新时间yyyy-MM-dd HH:mm:ss,委差（股）,委比（%）,买1价（元）,买1量（股）,买2价（元）,买2量（股）,买3价（元）,买3量（股）,买4价（元）,买4量（股）,买5价（元）,买5量（股）,卖1价（元）,卖1量（股）,卖2价（元）,卖2量（股）,卖3价（元）,卖3量（股）,卖4价（元）,卖4量（股）,卖5价（元）,卖5量（股）
2024-11-29 15:00:07,1510,47.25,63.41,454,63.4,1170,63.39,430,63.38,291,63.37,8,63.42,254,63.43,120,63.44,103,63.45,350,63.46,16
