开盘价（元）,五分钟涨跌幅（%）,最高价（元）,换手（%）,量比（%）,最低价（元）,流通市值（元）,市盈率（动态，总市值除以预估全年净利润，例如当前公布一季度净利润1000万，则预估全年净利润4000万）,涨跌幅（%）,当前价格（元）,总市值（元）,成交额（元）,涨跌额（元）,成交量（手）,昨日收盘价（元）,振幅（%）,涨速（%）,市净率,60日涨跌幅（%）,年初至今涨跌幅（%）,更新时间yyyy-MM-dd HH:mm:ss
60.21,-0.02,66.13,12.59,1.18,59.71,10859610559.0,-1672.82,5.0,63.42,12261389668.0,1358783638.67,3.02,215553,60.4,10.63,0.03,9.62,60.76,-6.14,2024-11-29 15:29:03
